CONDITION_CATEGORY,CONDITION,CODE,CODE_TYPE,INCLUSION_TYPE,ADDITIONAL_LOGIC
Substance Abuse,Alcohol Use Disorders,F1099,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F15988,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F19922,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M47011,ICD-10-CM,Include,None
Other,Traumatic Brain Injury and Nonpsychotic Mental Disorders due to Brain Damage,S065X5S,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F13282,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F13950,ICD-10-CM,Include,None
Substance Abuse,Alcohol Use Disorders,F10930,ICD-10-CM,Include,None
Other,Hip/Pelvic Fracture,S72109B,ICD-10-CM,Include,None
Other,"Liver Disease, Cirrhosis, and Other Liver Conditions (except Viral Hepatitis)",K7030,ICD-10-CM,Include,None
Cancer,Lung Cancer,C3482,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,T40692A,ICD-10-CM,Include,None
Other,Glaucoma,H40042,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Other,Spinal Cord Injury,S24114S,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,I63442,ICD-10-CM,Include,Exclude any encounter with any diagnosis code from exclusion list
Other,"Liver Disease, Cirrhosis, and Other Liver Conditions (except Viral Hepatitis)",K743,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F13120,ICD-10-CM,Include,None
Other,Hip/Pelvic Fracture,S32691B,ICD-10-CM,Include,None
Other,Spinal Cord Injury,S24151A,ICD-10-CM,Include,None
Other,Cystic Fibrosis and Other Metabolic Developmental Disorders,E7081,ICD-10-CM,Include,None
Other,Glaucoma,H4033X4,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Substance Abuse,Opioid Use Disorder,T401X3A,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F16122,ICD-10-CM,Include,None
Other,Traumatic Brain Injury and Nonpsychotic Mental Disorders due to Brain Damage,S06311S,ICD-10-CM,Include,None
Other,Glaucoma,H401313,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Other,Spinal Cord Injury,S14156S,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,I6032,ICD-10-CM,Include,Exclude any encounter with any diagnosis code from exclusion list
Cancer,Leukemias and Lymphomas,C8266,ICD-10-CM,Include,None
Cardiovascular Disease,Ischemic Heart Disease,I25728,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M450,ICD-10-CM,Include,None
Other,Spinal Cord Injury,S34102S,ICD-10-CM,Include,None
Other,Cataract,H26111,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Other,Pressure and Chronic Ulcers,L97106,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M05822,ICD-10-CM,Include,None
Other,Anemia,D528,ICD-10-CM,Include,None
Other,Mobility Impairments,I69041,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C84A8,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S066X5A,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M06371,ICD-10-CM,Include,None
Mental Health,Anxiety Disorders,F938,ICD-10-CM,Include,None
Other,Glaucoma,H401124,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Other,Peripheral Vascular Disease (PVD),I70291,ICD-10-CM,Include,None
Other,Fibromyalgia and Chronic Pain and Fatigue,M60851,ICD-10-CM,Include,None
Metabolic Disease,Obesity,Z6835,ICD-10-CM,Include,None
Other,"Liver Disease, Cirrhosis, and Other Liver Conditions (except Viral Hepatitis)",K740,ICD-10-CM,Include,None
Mental Health,Depression,F322,ICD-10-CM,Include,None
Cardiovascular Disease,Ischemic Heart Disease,I2101,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F13288,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F19230,ICD-10-CM,Include,None
Other,Fibromyalgia and Chronic Pain and Fatigue,G894,ICD-10-CM,Include,None
Other,Chronic Kidney Disease,M10322,ICD-10-CM,Include,None
Other,Fibromyalgia and Chronic Pain and Fatigue,M60849,ICD-10-CM,Include,None
Other,Hip/Pelvic Fracture,S72025B,ICD-10-CM,Include,None
Other,Mobility Impairments,I69953,ICD-10-CM,Include,None
Other,Glaucoma,H402220,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Substance Abuse,Drug Use Disorders,F12159,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,I70739,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C8232,ICD-10-CM,Include,None
Other,Hip/Pelvic Fracture,S72091C,ICD-10-CM,Include,None
Other,Spinal Cord Injury,S14104S,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M06262,ICD-10-CM,Include,None
Other,Traumatic Brain Injury and Nonpsychotic Mental Disorders due to Brain Damage,S06389S,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M174,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M08421,ICD-10-CM,Include,None
Other,Chronic Kidney Disease,Q613,ICD-10-CM,Include,None
Cardiovascular Disease,Ischemic Heart Disease,I228,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E08618,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M08969,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,I70642,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F15221,ICD-10-CM,Include,None
Other,Spinal Cord Injury,S24103A,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C8102,ICD-10-CM,Include,None
Other,Cataract,H2633,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Other,Spinal Cord Injury,S34124S,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S0240DB,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M05529,ICD-10-CM,Include,None
Substance Abuse,Alcohol Use Disorders,HZ38ZZZ,ICD-10-PCS,Include,None
Substance Abuse,Drug Use Disorders,T40424A,ICD-10-CM,Include,None
Other,Chronic Kidney Disease,N261,ICD-10-CM,Include,None
Other,Traumatic Brain Injury and Nonpsychotic Mental Disorders due to Brain Damage,S06354S,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S0240FB,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Substance Abuse,Drug Use Disorders,F15129,ICD-10-CM,Include,None
Other,Glaucoma,H4041X0,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Other,Chronic Kidney Disease,N057,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E113552,ICD-10-CM,Include,None
Other,"Liver Disease, Cirrhosis, and Other Liver Conditions (except Viral Hepatitis)",K7291,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C8581,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M08959,ICD-10-CM,Include,None
Mental Health,Anxiety Disorders,R452,ICD-10-CM,Include,None
Other,Traumatic Brain Injury and Nonpsychotic Mental Disorders due to Brain Damage,S06363S,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E093313,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E103299,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M169,ICD-10-CM,Include,None
Mental Health,"ADHD, Conduct Disorders, and Hyperkinetic Syndrome",F913,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,G466,ICD-10-CM,Include,Exclude any encounter with any diagnosis code from exclusion list
Substance Abuse,Drug Use Disorders,HZ37ZZZ,ICD-10-PCS,Include,None
Other,Glaucoma,H401420,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Other,Epilepsy,G40901,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F553,ICD-10-CM,Include,None
Cardiovascular Disease,Acute Myocardial Infarction,I220,ICD-10-CM,Include,Only include first or second diagnosis from the encounter
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,G467,ICD-10-CM,Include,Exclude any encounter with any diagnosis code from exclusion list
Other,Pressure and Chronic Ulcers,L97924,ICD-10-CM,Include,None
Other,Traumatic Brain Injury and Nonpsychotic Mental Disorders due to Brain Damage,S062X0S,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C8205,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C8593,ICD-10-CM,Include,None
Metabolic Disease,Obesity,Z6845,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C8463,ICD-10-CM,Include,None
Other,Mobility Impairments,I69969,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,L97212,ICD-10-CM,Include,None
Cancer,Female/Male Breast Cancer,C50511,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F11982,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S062X9B,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Other,Spinal Cord Injury,S14147A,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E0811,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C8332,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C9012,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M05731,ICD-10-CM,Include,None
Cancer,Lung Cancer,C3432,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,L89611,ICD-10-CM,Include,None
Other,Hip/Pelvic Fracture,S72133A,ICD-10-CM,Include,None
Other,Traumatic Brain Injury and Nonpsychotic Mental Disorders due to Brain Damage,S06310S,ICD-10-CM,Include,None
Other,Migraine and Chronic Headache,G4489,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E138,ICD-10-CM,Include,None
Other,Cataract,H26131,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Neurodegenerative Disease,Alzheimer's Disease and Related Disorders or Senile Dementia,G3101,ICD-10-CM,Include,None
Other,Cataract,H25091,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Other,Spinal Cord Injury,S3402XA,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F16151,ICD-10-CM,Include,None
Other,Chronic Kidney Disease,N037,ICD-10-CM,Include,None
Neurodegenerative Disease,Multiple Sclerosis and Transverse Myelitis,G360,ICD-10-CM,Include,None
Mental Health,Anxiety Disorders,F40243,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,L97812,ICD-10-CM,Include,None
Substance Abuse,Alcohol Use Disorders,HZ40ZZZ,ICD-10-PCS,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,I67841,ICD-10-CM,Include,Exclude any encounter with any diagnosis code from exclusion list
Other,Spinal Cord Injury,S34114A,ICD-10-CM,Include,None
Other,Cystic Fibrosis and Other Metabolic Developmental Disorders,E7212,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M06352,ICD-10-CM,Include,None
Other,Cystic Fibrosis and Other Metabolic Developmental Disorders,E701,ICD-10-CM,Include,None
Other,Fibromyalgia and Chronic Pain and Fatigue,M797,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E11349,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S02670A,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Substance Abuse,Drug Use Disorders,F1120,ICD-10-CM,Include,None
Other,Migraine and Chronic Headache,G44099,ICD-10-CM,Include,None
Other,Glaucoma,H42,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Other,Pressure and Chronic Ulcers,L97318,ICD-10-CM,Include,None
Other,Mobility Impairments,G8382,ICD-10-CM,Include,None
Mental Health,Personality Disorders,F6813,ICD-10-CM,Include,None
Other,Cystic Fibrosis and Other Metabolic Developmental Disorders,E002,ICD-10-CM,Include,None
Substance Abuse,Alcohol Use Disorders,K7030,ICD-10-CM,Include,None
Other,Hip/Pelvic Fracture,M80859A,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C8589,ICD-10-CM,Include,None
Other,Sensory — Blindness and Visual Impairment,H540,ICD-10-CM,Include,None
Other,Spinal Cord Injury,S34101S,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,L8993,ICD-10-CM,Include,None
Mental Health,"ADHD, Conduct Disorders, and Hyperkinetic Syndrome",F919,ICD-10-CM,Include,None
Other,Hip/Pelvic Fracture,S32486B,ICD-10-CM,Include,None
Other,Chronic Kidney Disease,E748,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S02672A,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Substance Abuse,Opioid Use Disorder,T40604A,ICD-10-CM,Include,None
Other,Peripheral Vascular Disease (PVD),I798,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S06381A,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Other,Hip/Pelvic Fracture,S72052C,ICD-10-CM,Include,None
Other,Traumatic Brain Injury and Nonpsychotic Mental Disorders due to Brain Damage,S062X3S,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M459,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M08852,ICD-10-CM,Include,None
Other,Hip/Pelvic Fracture,S32455A,ICD-10-CM,Include,None
Other,Learning Disabilities,F8081,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E083519,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F13959,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,L97503,ICD-10-CM,Include,None
Other,"Liver Disease, Cirrhosis, and Other Liver Conditions (except Viral Hepatitis)",K8034,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S02602B,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Other,Pressure and Chronic Ulcers,L97216,ICD-10-CM,Include,None
Other,Glaucoma,H4010X0,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,I6601,ICD-10-CM,Include,Exclude any encounter with any diagnosis code from exclusion list
Other,Traumatic Brain Injury and Nonpsychotic Mental Disorders due to Brain Damage,S0411XS,ICD-10-CM,Include,None
Other,Fibromyalgia and Chronic Pain and Fatigue,G8928,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E113299,ICD-10-CM,Include,None
Mental Health,Bipolar Disorder,F3160,ICD-10-CM,Include,None
Substance Abuse,Opioid Use Disorder,T40415D,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,L8945,ICD-10-CM,Include,None
Substance Abuse,Opioid Use Disorder,T40495S,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F12280,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F1529,ICD-10-CM,Include,None
Other,Glaucoma,H4063X2,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Cancer,Leukemias and Lymphomas,C866,ICD-10-CM,Include,None
Other,Sensory — Blindness and Visual Impairment,H541141,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C8441,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,O99320,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M19019,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C8525,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M06279,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,O355XX2,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,I63543,ICD-10-CM,Include,Exclude any encounter with any diagnosis code from exclusion list
Other,Pressure and Chronic Ulcers,L89313,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M05751,ICD-10-CM,Include,None
Mental Health,Anxiety Disorders,F40242,ICD-10-CM,Include,None
Other,Spinal Cord Injury,S24133A,ICD-10-CM,Include,None
Other,Cerebral Palsy,G808,ICD-10-CM,Include,None
Other,Mobility Impairments,I69862,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M08929,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E133593,ICD-10-CM,Include,None
Other,Migraine and Chronic Headache,G4452,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C8306,ICD-10-CM,Include,None
Other,Hip/Pelvic Fracture,S72144A,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,L89622,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C8289,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S02832G,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M06362,ICD-10-CM,Include,None
Other,Autism Spectrum Disorders,F840,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,L89602,ICD-10-CM,Include,None
Other,Spinal Cord Injury,S14132A,ICD-10-CM,Include,None
Mental Health,Depression,F3342,ICD-10-CM,Include,None
Other,Glaucoma,H4050X2,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S02650A,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Other,Hip/Pelvic Fracture,S72019B,ICD-10-CM,Include,None
Other,Spinal Cord Injury,S14118S,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F18929,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,L97314,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E103491,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,I97811,ICD-10-CM,Include,Exclude any encounter with any diagnosis code from exclusion list
Metabolic Disease,Diabetes,E103213,ICD-10-CM,Include,None
Other,Spinal Cord Injury,S32009B,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S060X8A,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Other,Traumatic Brain Injury and Nonpsychotic Mental Disorders due to Brain Damage,S06893S,ICD-10-CM,Include,None
Mental Health,Personality Disorders,F607,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C8195,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M06831,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C865,ICD-10-CM,Include,None
Other,Sensory — Deafness and Hearing Impairment,H9191,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S0232XB,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Other,Spinal Cord Injury,S14152S,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M08432,ICD-10-CM,Include,None
Other,Cataract,H26413,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Other,Pressure and Chronic Ulcers,L97114,ICD-10-CM,Include,None
Other,Cataract,H26493,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M05059,ICD-10-CM,Include,None
Viral Hepatitis,Hepatitis B,B160,ICD-10-CM,Include,None
Other,Glaucoma,H40051,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Other,Sickle Cell Disease,D5703,ICD-10-CM,Include,None
Other,Sensory — Blindness and Visual Impairment,H541224,ICD-10-CM,Include,None
Other,Cataract,H2510,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Other,Fibromyalgia and Chronic Pain and Fatigue,M7918,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S02601A,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Other,Pressure and Chronic Ulcers,L97128,ICD-10-CM,Include,None
